%% LaTeX2e file `randomsingleaccuracy.dat'
%% generated by the `filecontents' environment
%% from source `SALE' on 2013/09/19.
%%
0,100.0,0.0,100.0,100.0,100.0,
1,100.0,0.0,100.0,90.0,100.0,
2,90.0,0.0,100.0,90.0,100.0,
3,80.0,0.0,100.0,70.0,100.0,
4,70.0,0.0,60.0,60.0,60.0,
5,50.0,0.0,60.0,60.0,60.0,
